district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier
Cheney School District (WA),1.45,2023-24,0.11,3902.0,227.0,329.78,31.0,Mid-size
Cheney School District (WA),1.38,2024-25,0.11,4103.0,240.0,331.01,31.0,Mid-size
Chewelah School District (WA),0.0,2015-16,0.0,,,47.42,43.0,Distant Rural
Chewelah School District (WA),0.0,2016-17,0.0,,,46.41,43.0,Distant Rural
Chewelah School District (WA),0.0,2017-18,0.0,,,44.58,43.0,Distant Rural
Chewelah School District (WA),0.0,2018-19,0.0,,,44.53,43.0,Distant Rural
Chewelah School District (WA),0.0,2019-20,0.0,,,43.53,43.0,Distant Rural
Chewelah School District (WA),0.0,2020-21,0.0,,,43.73,43.0,Distant Rural
Chewelah School District (WA),0.0,2021-22,0.0,,,45.52,43.0,Distant Rural
Chewelah School District (WA),0.0,2022-23,0.0,,,48.0,43.0,Distant Rural
Chewelah School District (WA),0.0,2023-24,,,,49.56,43.0,Distant Rural
Chewelah School District (WA),0.0,2024-25,,,,48.53,43.0,Distant Rural
Chimacum School District (WA),1.0,2015-16,0.17,1089.0,55.0,54.83,41.0,Rural
Chimacum School District (WA),1.0,2016-17,0.17,1064.0,59.0,59.31,41.0,Rural
Chimacum School District (WA),0.8,2017-18,0.13,1233.0,70.0,56.12,41.0,Rural
Chimacum School District (WA),0.8,2018-19,0.13,1095.0,63.0,50.69,41.0,Rural
Chimacum School District (WA),0.8,2019-20,0.16,1044.0,62.0,49.56,41.0,Rural
Chimacum School District (WA),0.8,2020-21,0.16,916.0,55.0,43.62,41.0,Rural
Chimacum School District (WA),1.0,2021-22,0.2,715.0,41.0,41.0,41.0,Rural
Chimacum School District (WA),1.0,2022-23,0.2,717.0,44.0,44.0,41.0,Rural
Chimacum School District (WA),1.0,2023-24,0.2,722.0,47.0,47.18,41.0,Rural
Chimacum School District (WA),1.0,2024-25,0.2,704.0,45.0,44.69,41.0,Rural
Clarkston School District (WA),1.4,2015-16,0.14,1919.0,104.0,146.04,23.0,Suburban
Clarkston School District (WA),1.6,2016-17,0.18,1704.0,92.0,146.56,23.0,Suburban
Clarkston School District (WA),1.62,2017-18,0.18,1673.0,93.0,150.36,23.0,Suburban
Clarkston School District (WA),1.62,2018-19,0.18,1648.0,93.0,150.45,23.0,Suburban
Clarkston School District (WA),0.0,2019-20,0.0,,,146.59,23.0,Suburban
Clarkston School District (WA),0.0,2020-21,0.0,,,136.35,23.0,Suburban
Clarkston School District (WA),0.0,2021-22,0.0,,,143.44,23.0,Suburban
Clarkston School District (WA),0.0,2022-23,0.0,,,142.0,23.0,Suburban
Clarkston School District (WA),0.0,2023-24,,,,143.4,23.0,Suburban
Clarkston School District (WA),0.0,2024-25,,,,137.47,23.0,Suburban
Cle Elum-Roslyn School District (WA),0.0,2015-16,0.0,,,52.75,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2016-17,0.0,,,52.54,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2017-18,0.0,,,52.54,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2018-19,0.0,,,53.33,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2019-20,0.0,,,52.97,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2020-21,0.0,,,54.24,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2021-22,0.0,,,50.88,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2022-23,0.0,,,56.0,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2023-24,,,,50.57,32.0,Mid-size
Cle Elum-Roslyn School District (WA),0.0,2024-25,,,,54.62,32.0,Mid-size
Clover Park School District (WA),23.0,2015-16,0.7,557.0,31.0,723.42,13.0,Urban
Clover Park School District (WA),23.0,2016-17,0.7,573.0,31.0,723.04,13.0,Urban
Clover Park School District (WA),23.0,2017-18,0.7,577.0,32.0,746.43,13.0,Urban
Clover Park School District (WA),23.0,2018-19,0.7,591.0,33.0,761.14,13.0,Urban
Clover Park School District (WA),17.9,2019-20,0.54,769.0,44.0,782.75,13.0,Urban
Clover Park School District (WA),17.88,2020-21,0.56,702.0,41.0,726.57,13.0,Urban
Clover Park School District (WA),16.02,2021-22,0.5,788.0,43.0,692.5,13.0,Urban
Clover Park School District (WA),18.46,2022-23,0.58,681.0,40.0,745.0,13.0,Urban
Clover Park School District (WA),18.73,2023-24,0.57,662.0,41.0,764.74,13.0,Urban
Clover Park School District (WA),18.05,2024-25,0.55,684.0,44.0,790.88,13.0,Urban
Colfax School District (WA),0.5,2015-16,0.25,1200.0,68.0,34.0,32.0,Mid-size
Colfax School District (WA),0.5,2016-17,0.25,1208.0,68.0,34.09,32.0,Mid-size
Colfax School District (WA),0.0,2017-18,0.0,,,35.09,32.0,Mid-size
Colfax School District (WA),0.0,2018-19,0.0,,,35.09,32.0,Mid-size
Colfax School District (WA),0.0,2019-20,0.0,,,34.34,32.0,Mid-size
Colfax School District (WA),0.0,2020-21,0.0,,,34.7,32.0,Mid-size
Colfax School District (WA),0.0,2021-22,0.0,,,34.79,32.0,Mid-size
Colfax School District (WA),0.0,2022-23,0.0,,,35.0,32.0,Mid-size
Colfax School District (WA),0.0,2023-24,,,,35.17,43.0,Distant Rural
Colfax School District (WA),0.0,2024-25,,,,34.17,43.0,Distant Rural
College Place School District (WA),2.0,2015-16,0.67,601.0,38.0,75.13,23.0,Suburban
College Place School District (WA),2.0,2016-17,0.67,677.0,42.0,83.17,23.0,Suburban
College Place School District (WA),2.0,2017-18,0.67,723.0,41.0,82.21,23.0,Suburban
College Place School District (WA),1.0,2018-19,0.33,1465.0,85.0,85.47,23.0,Suburban
College Place School District (WA),1.3,2019-20,0.33,1252.0,70.0,91.46,23.0,Suburban
College Place School District (WA),0.3,2020-21,0.08,5367.0,309.0,92.72,23.0,Suburban
College Place School District (WA),0.3,2021-22,0.08,5233.0,308.0,92.51,23.0,Suburban
College Place School District (WA),0.3,2022-23,0.08,5180.0,330.0,99.0,23.0,Suburban
College Place School District (WA),0.3,2023-24,0.08,5123.0,330.0,99.03,23.0,Suburban
College Place School District (WA),0.3,2024-25,0.08,5103.0,327.0,98.22,23.0,Suburban
Colton School District (WA),0.0,2015-16,0.0,,,13.5,42.0,Distant Rural
Colton School District (WA),0.0,2016-17,0.0,,,14.62,42.0,Distant Rural
Colton School District (WA),0.0,2017-18,0.0,,,14.68,42.0,Distant Rural
Colton School District (WA),0.0,2018-19,0.0,,,14.77,42.0,Distant Rural
Colton School District (WA),0.0,2019-20,0.0,,,15.4,42.0,Distant Rural
Colton School District (WA),0.0,2020-21,0.0,,,15.4,42.0,Distant Rural
Colton School District (WA),0.0,2021-22,0.0,,,17.25,42.0,Distant Rural
Colton School District (WA),0.0,2022-23,0.0,,,16.0,42.0,Distant Rural
Colton School District (WA),0.0,2023-24,,,,15.26,42.0,Distant Rural
Colton School District (WA),0.0,2024-25,,,,15.21,42.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2015-16,0.0,,,13.45,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2016-17,0.0,,,14.83,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2017-18,0.0,,,14.77,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2018-19,0.0,,,13.06,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2019-20,0.0,,,13.77,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2020-21,0.0,,,12.51,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2021-22,0.0,,,12.35,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2022-23,0.0,,,12.0,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2023-24,,,,12.85,43.0,Distant Rural
Columbia (Stevens) School District (WA),0.0,2024-25,,,,12.35,43.0,Distant Rural
Columbia (Walla Walla) School District (WA),0.0,2015-16,0.0,,,48.2,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2016-17,0.0,,,46.82,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2017-18,0.0,,,46.16,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2018-19,0.0,,,44.9,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2019-20,0.0,,,45.58,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2020-21,0.0,,,43.71,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2021-22,0.0,,,47.8,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2022-23,0.0,,,49.0,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2023-24,,,,53.3,41.0,Rural
Columbia (Walla Walla) School District (WA),0.0,2024-25,,,,49.62,41.0,Rural
Colville School District (WA),2.0,2015-16,0.4,907.0,50.0,99.46,33.0,Mid-size
Colville School District (WA),2.02,2016-17,0.4,861.0,50.0,100.46,33.0,Mid-size
Colville School District (WA),3.02,2017-18,0.6,604.0,33.0,101.11,33.0,Mid-size
Colville School District (WA),3.02,2018-19,0.6,611.0,33.0,99.09,33.0,Mid-size
Colville School District (WA),2.52,2019-20,0.42,695.0,41.0,102.83,33.0,Mid-size
Colville School District (WA),2.52,2020-21,0.42,625.0,38.0,95.08,33.0,Mid-size
Colville School District (WA),2.52,2021-22,0.42,654.0,40.0,99.93,33.0,Mid-size
Colville School District (WA),2.5,2022-23,0.42,674.0,41.0,102.0,33.0,Mid-size
Colville School District (WA),3.0,2023-24,0.5,573.0,36.0,107.6,33.0,Mid-size
Colville School District (WA),1.5,2024-25,0.25,1158.0,68.0,101.96,33.0,Mid-size
Concrete School District (WA),0.0,2015-16,0.0,,,29.44,42.0,Distant Rural
Concrete School District (WA),0.0,2016-17,0.0,,,33.39,42.0,Distant Rural
Concrete School District (WA),0.0,2017-18,0.0,,,32.66,42.0,Distant Rural
Concrete School District (WA),0.0,2018-19,0.0,,,33.4,42.0,Distant Rural
Concrete School District (WA),0.0,2019-20,0.0,,,31.36,42.0,Distant Rural
Concrete School District (WA),0.0,2020-21,0.0,,,32.43,42.0,Distant Rural
Concrete School District (WA),0.0,2021-22,0.0,,,32.15,42.0,Distant Rural
Concrete School District (WA),0.0,2022-23,0.0,,,36.0,42.0,Distant Rural
Concrete School District (WA),0.0,2023-24,,,,34.64,42.0,Distant Rural
Concrete School District (WA),0.0,2024-25,,,,32.63,42.0,Distant Rural
Conway School District (WA),0.0,2015-16,0.0,,,23.32,41.0,Rural
Conway School District (WA),0.0,2016-17,0.0,,,23.34,41.0,Rural
Conway School District (WA),0.0,2017-18,0.0,,,24.74,41.0,Rural
Conway School District (WA),0.0,2018-19,0.0,,,25.82,41.0,Rural
Conway School District (WA),0.0,2019-20,0.0,,,25.0,41.0,Rural
Conway School District (WA),0.0,2020-21,0.0,,,25.02,41.0,Rural
Conway School District (WA),0.0,2021-22,0.0,,,24.78,41.0,Rural
Conway School District (WA),0.0,2022-23,0.0,,,26.0,41.0,Rural
Conway School District (WA),0.0,2023-24,,,,24.59,41.0,Rural
Conway School District (WA),0.0,2024-25,,,,25.1,41.0,Rural
Cosmopolis School District (WA),0.0,2015-16,0.0,,,10.43,33.0,Mid-size
Cosmopolis School District (WA),0.0,2016-17,0.0,,,10.15,33.0,Mid-size
Cosmopolis School District (WA),0.0,2017-18,0.0,,,10.79,33.0,Mid-size
Cosmopolis School District (WA),0.0,2018-19,0.0,,,10.04,33.0,Mid-size
Cosmopolis School District (WA),0.0,2019-20,0.0,,,11.85,33.0,Mid-size
Cosmopolis School District (WA),0.0,2020-21,0.0,,,11.86,33.0,Mid-size
Cosmopolis School District (WA),0.0,2021-22,0.0,,,12.0,33.0,Mid-size
Cosmopolis School District (WA),0.0,2022-23,0.0,,,14.0,33.0,Mid-size
Cosmopolis School District (WA),0.0,2023-24,,,,14.81,33.0,Mid-size
Cosmopolis School District (WA),0.0,2024-25,,,,10.6,33.0,Mid-size
Coulee-Hartline School District (WA),0.0,2015-16,0.0,,,15.38,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2016-17,0.0,,,14.72,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2017-18,0.0,,,14.93,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2018-19,0.0,,,15.1,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2019-20,0.0,,,14.95,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2020-21,0.0,,,14.73,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2021-22,0.0,,,17.29,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2022-23,0.0,,,17.0,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2023-24,,,,14.44,43.0,Distant Rural
Coulee-Hartline School District (WA),0.0,2024-25,,,,13.87,43.0,Distant Rural
Coupeville School District (WA),0.0,2015-16,-0.14,-949.0,-54.0,53.86,41.0,Rural
Coupeville School District (WA),0.0,2016-17,0.0,,,56.93,41.0,Rural
Coupeville School District (WA),0.0,2017-18,0.0,,,56.84,41.0,Rural
Coupeville School District (WA),0.0,2018-19,0.0,,,60.28,41.0,Rural
Coupeville School District (WA),0.0,2019-20,0.0,,,59.33,41.0,Rural
Coupeville School District (WA),0.0,2020-21,0.0,,,55.62,41.0,Rural
Coupeville School District (WA),0.0,2021-22,0.0,,,64.52,41.0,Rural
Coupeville School District (WA),0.0,2022-23,0.0,,,58.0,41.0,Rural
Coupeville School District (WA),0.0,2023-24,,,,56.56,32.0,Mid-size
Coupeville School District (WA),0.0,2024-25,,,,50.49,32.0,Mid-size
Crescent School District (WA),0.0,2015-16,-0.5,-272.0,-20.0,20.41,43.0,Distant Rural
Crescent School District (WA),0.2,2016-17,0.1,1510.0,108.0,21.51,43.0,Distant Rural
Crescent School District (WA),0.13,2017-18,0.07,2362.0,156.0,20.24,43.0,Distant Rural
Crescent School District (WA),0.29,2018-19,0.15,1176.0,72.0,21.02,43.0,Distant Rural
Crescent School District (WA),0.4,2019-20,0.2,915.0,52.0,20.65,43.0,Distant Rural
Crescent School District (WA),0.4,2020-21,0.2,820.0,53.0,21.21,43.0,Distant Rural
Crescent School District (WA),0.4,2021-22,0.2,765.0,54.0,21.53,43.0,Distant Rural
Crescent School District (WA),0.2,2022-23,0.1,1680.0,105.0,21.0,43.0,Distant Rural
Crescent School District (WA),0.2,2023-24,0.1,1795.0,107.0,21.39,43.0,Distant Rural
Crescent School District (WA),0.2,2024-25,0.1,1860.0,110.0,22.0,43.0,Distant Rural
Creston School District (WA),0.0,2015-16,0.0,,,13.01,43.0,Distant Rural
Creston School District (WA),0.0,2016-17,0.0,,,12.5,43.0,Distant Rural
Creston School District (WA),0.0,2017-18,0.0,,,11.49,43.0,Distant Rural
Creston School District (WA),0.0,2018-19,0.0,,,10.38,43.0,Distant Rural
Creston School District (WA),0.0,2019-20,0.0,,,10.42,43.0,Distant Rural
Creston School District (WA),0.0,2020-21,0.0,,,9.55,43.0,Distant Rural
Creston School District (WA),0.0,2021-22,0.0,,,9.22,43.0,Distant Rural
Creston School District (WA),0.0,2022-23,0.0,,,10.0,43.0,Distant Rural
Creston School District (WA),0.0,2023-24,,,,9.01,43.0,Distant Rural
Creston School District (WA),0.0,2024-25,,,,11.0,43.0,Distant Rural
Curlew School District (WA),0.0,2015-16,0.0,,,16.12,43.0,Distant Rural
Curlew School District (WA),0.0,2016-17,0.0,,,13.59,43.0,Distant Rural
Curlew School District (WA),0.0,2017-18,0.0,,,13.99,43.0,Distant Rural
Curlew School District (WA),0.0,2018-19,0.0,,,14.52,43.0,Distant Rural
Curlew School District (WA),0.0,2019-20,0.0,,,15.51,43.0,Distant Rural
Curlew School District (WA),0.0,2020-21,0.0,,,17.07,43.0,Distant Rural
Curlew School District (WA),0.0,2021-22,0.0,,,19.49,43.0,Distant Rural
Curlew School District (WA),0.0,2022-23,0.0,,,17.0,43.0,Distant Rural
Curlew School District (WA),0.0,2023-24,,,,18.83,43.0,Distant Rural
Curlew School District (WA),0.0,2024-25,,,,18.28,43.0,Distant Rural
Cusick School District (WA),0.0,2015-16,0.0,,,18.02,43.0,Distant Rural
Cusick School District (WA),0.0,2016-17,0.0,,,16.47,43.0,Distant Rural
Cusick School District (WA),0.0,2017-18,0.0,,,15.94,43.0,Distant Rural
Cusick School District (WA),0.0,2018-19,0.0,,,18.58,43.0,Distant Rural
Cusick School District (WA),0.0,2019-20,0.0,,,20.2,43.0,Distant Rural
Cusick School District (WA),0.0,2020-21,0.0,,,20.68,43.0,Distant Rural
Cusick School District (WA),0.0,2021-22,0.0,,,24.33,43.0,Distant Rural
Cusick School District (WA),0.0,2022-23,0.0,,,24.0,43.0,Distant Rural
Cusick School District (WA),0.0,2023-24,,,,26.88,43.0,Distant Rural
Cusick School District (WA),0.0,2024-25,,,,26.01,43.0,Distant Rural
Damman School District (WA),0.0,2015-16,0.0,,,2.0,41.0,Rural
Damman School District (WA),0.0,2016-17,0.0,,,2.0,41.0,Rural
Damman School District (WA),0.0,2017-18,0.0,,,2.5,41.0,Rural
Damman School District (WA),0.0,2018-19,0.0,,,2.5,41.0,Rural
Damman School District (WA),0.0,2019-20,0.0,,,2.49,41.0,Rural
Damman School District (WA),0.0,2020-21,0.0,,,2.49,41.0,Rural
Damman School District (WA),0.0,2021-22,0.0,,,2.0,41.0,Rural
Damman School District (WA),0.0,2022-23,0.0,,,2.0,41.0,Rural
Damman School District (WA),0.0,2023-24,,,,2.0,41.0,Rural
Damman School District (WA),0.0,2024-25,,,,2.0,41.0,Rural
Darrington School District (WA),0.0,2015-16,0.0,,,29.02,42.0,Distant Rural
Darrington School District (WA),0.0,2016-17,0.0,,,26.69,42.0,Distant Rural
Darrington School District (WA),0.0,2017-18,0.0,,,24.84,42.0,Distant Rural
Darrington School District (WA),0.0,2018-19,0.0,,,23.58,42.0,Distant Rural
Darrington School District (WA),0.0,2019-20,0.0,,,25.0,42.0,Distant Rural
Darrington School District (WA),0.0,2020-21,0.0,,,23.0,42.0,Distant Rural
Darrington School District (WA),0.0,2021-22,0.0,,,28.43,42.0,Distant Rural
Darrington School District (WA),0.0,2022-23,0.0,,,29.0,42.0,Distant Rural
Darrington School District (WA),0.0,2023-24,,,,31.25,42.0,Distant Rural
Darrington School District (WA),0.0,2024-25,,,,32.0,42.0,Distant Rural
Davenport School District (WA),0.0,2015-16,0.0,,,36.96,42.0,Distant Rural
Davenport School District (WA),0.0,2016-17,0.0,,,37.64,42.0,Distant Rural
Davenport School District (WA),0.0,2017-18,0.0,,,37.97,42.0,Distant Rural
Davenport School District (WA),0.0,2018-19,0.0,,,36.98,42.0,Distant Rural
Davenport School District (WA),0.0,2019-20,0.0,,,36.89,42.0,Distant Rural
Davenport School District (WA),0.0,2020-21,0.0,,,34.41,42.0,Distant Rural
Davenport School District (WA),0.0,2021-22,0.0,,,39.38,42.0,Distant Rural
Davenport School District (WA),0.0,2022-23,0.0,,,41.0,42.0,Distant Rural
Davenport School District (WA),0.0,2023-24,,,,41.98,42.0,Distant Rural
Davenport School District (WA),0.0,2024-25,,,,38.03,42.0,Distant Rural
Dayton School District (WA),0.0,2015-16,0.0,,,29.51,32.0,Mid-size
Dayton School District (WA),0.0,2016-17,0.0,,,29.55,32.0,Mid-size
Dayton School District (WA),0.0,2017-18,0.0,,,30.03,32.0,Mid-size
Dayton School District (WA),0.0,2018-19,0.0,,,32.02,32.0,Mid-size
Dayton School District (WA),0.0,2019-20,0.0,,,31.04,32.0,Mid-size
Dayton School District (WA),0.0,2020-21,0.0,,,30.0,32.0,Mid-size
Dayton School District (WA),0.0,2021-22,0.0,,,29.77,32.0,Mid-size
Dayton School District (WA),0.0,2022-23,0.0,,,31.0,32.0,Mid-size
Dayton School District (WA),0.0,2023-24,,,,28.45,42.0,Distant Rural
Dayton School District (WA),0.0,2024-25,,,,27.93,42.0,Distant Rural
Deer Park School District (WA),2.0,2015-16,0.29,1250.0,64.0,127.75,41.0,Rural
Deer Park School District (WA),1.0,2016-17,0.14,2518.0,133.0,132.67,41.0,Rural
Deer Park School District (WA),1.0,2017-18,0.14,2514.0,135.0,134.81,41.0,Rural
Deer Park School District (WA),1.0,2018-19,0.14,2634.0,135.0,135.42,41.0,Rural
Deer Park School District (WA),0.0,2019-20,0.0,,,136.24,41.0,Rural
Deer Park School District (WA),0.0,2020-21,0.0,,,136.01,41.0,Rural
Deer Park School District (WA),0.0,2021-22,0.0,,,148.13,41.0,Rural
Deer Park School District (WA),0.0,2022-23,0.0,,,148.0,41.0,Rural
Deer Park School District (WA),1.5,2023-24,0.19,1851.0,102.0,152.62,42.0,Distant Rural
Deer Park School District (WA),2.47,2024-25,0.31,1127.0,59.0,145.99,42.0,Distant Rural
Dieringer School District (WA),0.0,2015-16,0.0,,,78.59,21.0,Suburban
Dieringer School District (WA),0.0,2016-17,0.0,,,77.79,21.0,Suburban
Dieringer School District (WA),0.0,2017-18,0.0,,,81.65,21.0,Suburban
Dieringer School District (WA),0.0,2018-19,0.0,,,79.7,21.0,Suburban
Dieringer School District (WA),0.0,2019-20,0.0,,,84.7,21.0,Suburban
Dieringer School District (WA),0.0,2020-21,0.0,,,82.13,21.0,Suburban
Dieringer School District (WA),0.0,2021-22,0.0,,,77.08,21.0,Suburban
Dieringer School District (WA),0.0,2022-23,0.0,,,84.0,21.0,Suburban
Dieringer School District (WA),0.0,2023-24,,,,84.87,21.0,Suburban
Dieringer School District (WA),0.0,2024-25,,,,82.92,21.0,Suburban
Dixie School District (WA),0.0,2015-16,0.0,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2016-17,0.0,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2017-18,0.0,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2018-19,0.0,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2019-20,0.0,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2020-21,0.0,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2021-22,0.0,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2022-23,0.0,,,1.0,42.0,Distant Rural
Dixie School District (WA),0.0,2023-24,,,,2.0,42.0,Distant Rural
Dixie School District (WA),0.0,2024-25,,,,2.0,42.0,Distant Rural
East Valley School District (Spokane) (WA),1.0,2015-16,0.11,4311.0,236.0,236.48,13.0,Urban
East Valley School District (Spokane) (WA),1.0,2016-17,0.1,4262.0,240.0,240.11,13.0,Urban
East Valley School District (Spokane) (WA),1.0,2017-18,0.1,4266.0,236.0,235.56,13.0,Urban
East Valley School District (Spokane) (WA),1.0,2018-19,0.1,4277.0,230.0,229.7,13.0,Urban
East Valley School District (Spokane) (WA),1.01,2019-20,0.1,4191.0,225.0,227.1,13.0,Urban
