district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte
Riverview School District (WA),5.2,2020-21,0.58,597.0,35.0,182.58
Riverview School District (WA),5.0,2021-22,0.56,612.0,36.0,177.96
Riverview School District (WA),4.99,2022-23,0.55,623.0,34.0,172.0
Riverview School District (WA),4.99,2023-24,0.62,612.0,34.0,167.56
Riverview School District (WA),5.0,2024-25,0.63,599.0,34.0,170.27
Rochester School District (WA),0.0,2015-16,0.0,,,122.69
Rochester School District (WA),0.0,2016-17,0.0,,,127.83
Rochester School District (WA),0.0,2017-18,0.0,,,132.01
Rochester School District (WA),0.0,2018-19,0.0,,,132.47
Rochester School District (WA),0.0,2019-20,0.0,,,127.81
Rochester School District (WA),0.0,2020-21,0.0,,,119.21
Rochester School District (WA),0.0,2021-22,0.0,,,132.63
Rochester School District (WA),0.0,2022-23,0.0,,,130.0
Rochester School District (WA),0.0,2023-24,,,,124.23
Rochester School District (WA),0.0,2024-25,,,,115.41
Roosevelt School District (WA),0.0,2015-16,0.0,,,1.97
Roosevelt School District (WA),0.0,2016-17,0.0,,,2.0
Roosevelt School District (WA),0.0,2017-18,0.0,,,1.88
Roosevelt School District (WA),0.0,2018-19,0.0,,,2.0
Roosevelt School District (WA),0.0,2019-20,0.0,,,1.9
Roosevelt School District (WA),0.0,2020-21,0.0,,,2.01
Roosevelt School District (WA),0.0,2021-22,0.0,,,3.0
Roosevelt School District (WA),0.0,2022-23,0.0,,,3.0
Roosevelt School District (WA),0.0,2023-24,,,,3.0
Roosevelt School District (WA),0.0,2024-25,,,,3.0
Rosalia School District (WA),0.0,2015-16,0.0,,,17.57
Rosalia School District (WA),0.0,2016-17,0.0,,,17.31
Rosalia School District (WA),0.0,2017-18,0.0,,,17.58
Rosalia School District (WA),0.0,2018-19,0.0,,,17.62
Rosalia School District (WA),0.0,2019-20,0.0,,,17.59
Rosalia School District (WA),0.0,2020-21,0.0,,,15.98
Rosalia School District (WA),0.0,2021-22,0.0,,,17.5
Rosalia School District (WA),0.0,2022-23,0.0,,,17.0
Rosalia School District (WA),0.0,2023-24,,,,17.01
Rosalia School District (WA),0.0,2024-25,,,,16.36
Royal School District (WA),2.75,2015-16,0.69,633.0,32.0,87.66
Royal School District (WA),1.99,2016-17,0.5,884.0,47.0,93.96
Royal School District (WA),1.99,2017-18,0.5,887.0,47.0,93.44
Royal School District (WA),1.99,2018-19,0.5,877.0,48.0,94.63
Royal School District (WA),1.99,2019-20,0.5,887.0,51.0,100.64
Royal School District (WA),1.99,2020-21,0.5,889.0,50.0,98.94
Royal School District (WA),2.0,2021-22,0.5,896.0,52.0,103.0
Royal School District (WA),2.0,2022-23,0.5,882.0,53.0,106.0
Royal School District (WA),2.0,2023-24,0.5,881.0,51.0,101.0
Royal School District (WA),2.0,2024-25,0.5,885.0,49.0,98.0
San Juan Island School District (WA),0.8,2015-16,0.2,1005.0,55.0,43.98
San Juan Island School District (WA),1.0,2016-17,0.25,807.0,48.0,47.72
San Juan Island School District (WA),1.0,2017-18,0.25,786.0,46.0,46.37
San Juan Island School District (WA),1.0,2018-19,0.25,788.0,49.0,48.64
San Juan Island School District (WA),1.0,2019-20,0.2,816.0,44.0,44.42
San Juan Island School District (WA),1.0,2020-21,0.2,771.0,47.0,47.48
San Juan Island School District (WA),1.0,2021-22,0.2,769.0,49.0,49.18
San Juan Island School District (WA),1.0,2022-23,0.2,782.0,51.0,51.0
San Juan Island School District (WA),1.0,2023-24,0.2,802.0,49.0,49.15
San Juan Island School District (WA),1.0,2024-25,0.17,797.0,52.0,52.11
Satsop School District (WA),0.0,2015-16,0.0,,,3.49
Satsop School District (WA),0.0,2016-17,0.0,,,3.52
Satsop School District (WA),0.0,2017-18,0.0,,,3.53
Satsop School District (WA),0.0,2018-19,0.0,,,3.43
Satsop School District (WA),0.0,2019-20,0.0,,,3.41
Satsop School District (WA),0.0,2020-21,0.0,,,3.44
Satsop School District (WA),0.0,2021-22,0.0,,,3.43
Satsop School District (WA),0.0,2022-23,0.0,,,4.0
Satsop School District (WA),0.0,2023-24,,,,3.61
Satsop School District (WA),0.0,2024-25,,,,3.75
Seattle Public Schools (WA),61.5,2015-16,0.57,867.0,49.0,3043.21
Seattle Public Schools (WA),61.86,2016-17,0.58,876.0,50.0,3105.1
Seattle Public Schools (WA),64.98,2017-18,0.59,840.0,48.0,3149.23
Seattle Public Schools (WA),67.36,2018-19,0.62,821.0,49.0,3319.6
Seattle Public Schools (WA),67.7,2019-20,0.62,827.0,48.0,3238.68
Seattle Public Schools (WA),69.01,2020-21,0.63,782.0,49.0,3377.56
Seattle Public Schools (WA),66.49,2021-22,0.61,774.0,47.0,3110.54
Seattle Public Schools (WA),68.21,2022-23,0.63,751.0,46.0,3166.0
Seattle Public Schools (WA),66.9,2023-24,0.61,759.0,46.0,3082.84
Seattle Public Schools (WA),66.99,2024-25,0.62,758.0,46.0,3073.77
Sedro-Woolley School District (WA),1.7,2015-16,0.15,2559.0,140.0,237.7
Sedro-Woolley School District (WA),3.64,2016-17,0.3,1221.0,70.0,254.38
Sedro-Woolley School District (WA),3.65,2017-18,0.3,1227.0,71.0,260.71
Sedro-Woolley School District (WA),3.65,2018-19,0.3,1287.0,74.0,269.32
Sedro-Woolley School District (WA),3.74,2019-20,0.31,1253.0,73.0,273.82
Sedro-Woolley School District (WA),1.2,2020-21,0.1,3630.0,210.0,252.45
Sedro-Woolley School District (WA),0.9,2021-22,0.07,4930.0,263.0,236.5
Sedro-Woolley School District (WA),0.9,2022-23,0.07,5103.0,279.0,251.0
Sedro-Woolley School District (WA),1.1,2023-24,0.09,4127.0,228.0,250.71
Sedro-Woolley School District (WA),1.1,2024-25,0.09,4182.0,221.0,243.02
Selah School District (WA),2.0,2015-16,0.25,1809.0,98.0,196.42
Selah School District (WA),2.0,2016-17,0.25,1853.0,106.0,212.56
Selah School District (WA),1.0,2017-18,0.13,3742.0,214.0,214.2
Selah School District (WA),1.0,2018-19,0.13,3848.0,221.0,220.64
Selah School District (WA),1.0,2019-20,0.1,3910.0,214.0,213.68
Selah School District (WA),0.0,2020-21,0.0,,,218.38
Selah School District (WA),0.0,2021-22,0.0,,,224.68
Selah School District (WA),0.0,2022-23,0.0,,,221.0
Selah School District (WA),0.0,2023-24,,,,229.92
Selah School District (WA),0.0,2024-25,,,,221.95
Selkirk School District (WA),0.0,2015-16,0.0,,,16.78
Selkirk School District (WA),0.0,2016-17,0.0,,,18.65
Selkirk School District (WA),0.0,2017-18,0.0,,,20.08
Selkirk School District (WA),0.0,2018-19,0.0,,,18.04
Selkirk School District (WA),0.0,2019-20,0.0,,,19.39
Selkirk School District (WA),0.0,2020-21,0.0,,,19.7
Selkirk School District (WA),0.0,2021-22,0.0,,,19.85
Selkirk School District (WA),0.0,2022-23,0.0,,,20.0
Selkirk School District (WA),0.0,2023-24,,,,21.01
Selkirk School District (WA),0.0,2024-25,,,,20.19
Sequim School District (WA),4.0,2015-16,0.8,711.0,39.0,155.02
Sequim School District (WA),4.0,2016-17,0.8,720.0,39.0,156.24
Sequim School District (WA),4.0,2017-18,0.8,703.0,41.0,163.06
Sequim School District (WA),4.0,2018-19,0.8,692.0,40.0,161.08
Sequim School District (WA),4.0,2019-20,0.8,688.0,40.0,160.94
Sequim School District (WA),3.94,2020-21,0.66,642.0,39.0,152.6
Sequim School District (WA),3.94,2021-22,0.66,657.0,38.0,149.29
Sequim School District (WA),4.92,2022-23,0.82,529.0,31.0,152.0
Sequim School District (WA),3.54,2023-24,0.59,738.0,41.0,145.01
Sequim School District (WA),2.56,2024-25,0.43,1008.0,56.0,144.47
Shaw Island School District (WA),0.0,2015-16,0.0,,,2.0
Shaw Island School District (WA),0.0,2016-17,0.0,,,0.99
Shaw Island School District (WA),0.0,2017-18,0.0,,,0.99
Shaw Island School District (WA),0.0,2018-19,0.0,,,1.73
Shaw Island School District (WA),0.0,2019-20,0.0,,,1.0
Shaw Island School District (WA),0.0,2020-21,0.0,,,1.8
Shaw Island School District (WA),0.0,2021-22,0.0,,,2.0
Shaw Island School District (WA),0.0,2022-23,0.0,,,2.0
Shaw Island School District (WA),0.0,2023-24,,,,2.0
Shaw Island School District (WA),0.0,2024-25,,,,0.66
Shelton School District (WA),4.0,2015-16,0.5,1079.0,62.0,249.97
Shelton School District (WA),4.0,2016-17,0.5,1107.0,64.0,256.19
Shelton School District (WA),4.0,2017-18,0.5,1096.0,67.0,266.24
Shelton School District (WA),4.0,2018-19,0.44,1140.0,67.0,267.18
Shelton School District (WA),1.6,2019-20,0.18,2955.0,175.0,279.86
Shelton School District (WA),1.6,2020-21,0.16,2729.0,173.0,277.16
Shelton School District (WA),1.6,2021-22,0.16,2755.0,163.0,260.77
Shelton School District (WA),1.6,2022-23,0.16,2838.0,171.0,273.0
Shelton School District (WA),1.6,2023-24,0.16,2829.0,172.0,275.61
Shelton School District (WA),1.6,2024-25,0.16,2823.0,171.0,273.6
Shoreline School District (WA),12.69,2015-16,0.67,744.0,36.0,457.14
Shoreline School District (WA),13.5,2016-17,0.71,715.0,35.0,465.94
Shoreline School District (WA),14.0,2017-18,0.74,704.0,34.0,474.52
Shoreline School District (WA),14.2,2018-19,0.75,697.0,34.0,481.23
Shoreline School District (WA),14.5,2019-20,0.76,705.0,35.0,507.46
Shoreline School District (WA),11.14,2020-21,0.62,855.0,43.0,482.48
Shoreline School District (WA),10.67,2021-22,0.59,889.0,43.0,462.43
Shoreline School District (WA),9.97,2022-23,0.55,959.0,47.0,472.0
Shoreline School District (WA),9.57,2023-24,0.53,1004.0,50.0,478.91
Shoreline School District (WA),9.48,2024-25,0.53,1025.0,51.0,482.67
Skamania School District (WA),0.0,2015-16,0.0,,,5.6
Skamania School District (WA),0.0,2016-17,0.0,,,4.63
Skamania School District (WA),0.0,2017-18,0.0,,,5.66
Skamania School District (WA),0.0,2018-19,0.0,,,5.63
Skamania School District (WA),0.0,2019-20,0.0,,,4.63
Skamania School District (WA),0.0,2020-21,0.0,,,5.6
Skamania School District (WA),0.0,2021-22,0.0,,,6.46
Skamania School District (WA),0.0,2022-23,0.0,,,6.0
Skamania School District (WA),0.0,2023-24,,,,6.69
Skamania School District (WA),0.0,2024-25,,,,7.04
Skykomish School District (WA),0.0,2015-16,0.0,,,9.82
Skykomish School District (WA),0.0,2016-17,0.0,,,8.6
Skykomish School District (WA),0.0,2017-18,0.0,,,8.5
Skykomish School District (WA),0.0,2018-19,0.0,,,9.5
Skykomish School District (WA),0.0,2019-20,0.0,,,9.0
Skykomish School District (WA),0.0,2020-21,0.0,,,9.0
Skykomish School District (WA),0.0,2021-22,0.0,,,10.0
Skykomish School District (WA),0.0,2022-23,0.0,,,9.0
Skykomish School District (WA),0.0,2023-24,,,,9.0
Skykomish School District (WA),0.0,2024-25,,,,9.0
Snohomish School District (WA),13.8,2015-16,0.73,736.0,33.0,460.93
Snohomish School District (WA),13.82,2016-17,0.73,738.0,35.0,476.98
Snohomish School District (WA),13.82,2017-18,0.73,731.0,36.0,492.88
Snohomish School District (WA),13.82,2018-19,0.73,730.0,36.0,496.31
Snohomish School District (WA),13.6,2019-20,0.76,741.0,36.0,489.63
Snohomish School District (WA),8.14,2020-21,0.45,1157.0,60.0,487.69
Snohomish School District (WA),6.49,2021-22,0.36,1438.0,72.0,466.98
Snohomish School District (WA),6.65,2022-23,0.37,1416.0,74.0,493.0
Snohomish School District (WA),6.65,2023-24,0.37,1449.0,74.0,493.52
Snohomish School District (WA),6.24,2024-25,0.35,1560.0,80.0,501.4
Snoqualmie Valley School District (WA),5.5,2015-16,0.46,1254.0,59.0,326.61
Snoqualmie Valley School District (WA),6.42,2016-17,0.49,1106.0,53.0,337.77
Snoqualmie Valley School District (WA),6.56,2017-18,0.5,1091.0,53.0,349.93
Snoqualmie Valley School District (WA),6.0,2018-19,0.46,1202.0,63.0,377.89
Snoqualmie Valley School District (WA),6.0,2019-20,0.43,1226.0,64.0,384.38
Snoqualmie Valley School District (WA),6.0,2020-21,0.43,1167.0,65.0,389.52
Snoqualmie Valley School District (WA),5.0,2021-22,0.36,1436.0,73.0,366.99
Snoqualmie Valley School District (WA),6.0,2022-23,0.43,1181.0,68.0,410.0
Snoqualmie Valley School District (WA),7.0,2023-24,0.54,1023.0,56.0,391.87
Snoqualmie Valley School District (WA),6.0,2024-25,0.46,1191.0,65.0,389.93
Soap Lake School District (WA),0.0,2015-16,0.0,,,30.54
Soap Lake School District (WA),0.0,2016-17,0.0,,,33.02
Soap Lake School District (WA),0.0,2017-18,0.0,,,31.88
Soap Lake School District (WA),0.0,2018-19,0.0,,,30.79
Soap Lake School District (WA),0.0,2019-20,0.0,,,35.69
Soap Lake School District (WA),0.0,2020-21,0.0,,,35.84
Soap Lake School District (WA),0.0,2021-22,0.0,,,36.0
Soap Lake School District (WA),0.0,2022-23,0.0,,,35.0
Soap Lake School District (WA),0.0,2023-24,,,,35.59
Soap Lake School District (WA),0.0,2024-25,,,,31.0
South Bend School District (WA),0.71,2015-16,0.18,856.0,52.0,37.05
South Bend School District (WA),0.8,2016-17,0.2,761.0,45.0,35.7
South Bend School District (WA),0.66,2017-18,0.17,917.0,56.0,36.85
South Bend School District (WA),0.66,2018-19,0.17,986.0,56.0,37.03
South Bend School District (WA),0.67,2019-20,0.17,954.0,52.0,35.16
South Bend School District (WA),0.5,2020-21,0.13,1306.0,66.0,32.95
South Bend School District (WA),0.67,2021-22,0.17,843.0,53.0,35.81
South Bend School District (WA),0.67,2022-23,0.17,860.0,57.0,38.0
South Bend School District (WA),0.66,2023-24,0.17,942.0,53.0,34.69
South Bend School District (WA),0.75,2024-25,0.11,1469.0,47.0,35.61
South Kitsap School District (WA),7.86,2015-16,0.46,1240.0,66.0,519.67
South Kitsap School District (WA),8.29,2016-17,0.49,1197.0,61.0,504.68
South Kitsap School District (WA),8.54,2017-18,0.5,1166.0,62.0,529.68
South Kitsap School District (WA),8.04,2018-19,0.47,1220.0,68.0,546.88
South Kitsap School District (WA),8.3,2019-20,0.46,1203.0,68.0,562.57
South Kitsap School District (WA),8.43,2020-21,0.47,1202.0,67.0,561.53
South Kitsap School District (WA),8.13,2021-22,0.45,1202.0,68.0,551.99
South Kitsap School District (WA),8.12,2022-23,0.48,1133.0,67.0,543.0
South Kitsap School District (WA),8.12,2023-24,0.48,1145.0,68.0,554.08
South Kitsap School District (WA),8.19,2024-25,0.48,1139.0,69.0,563.64
South Whidbey School District (WA),0.0,2015-16,0.0,,,79.02
South Whidbey School District (WA),0.0,2016-17,0.0,,,71.55
South Whidbey School District (WA),1.0,2017-18,0.2,1402.0,75.0,75.09
South Whidbey School District (WA),1.0,2018-19,0.2,1363.0,77.0,77.22
South Whidbey School District (WA),1.0,2019-20,0.2,1358.0,69.0,68.97
South Whidbey School District (WA),0.5,2020-21,0.1,2508.0,136.0,67.87
South Whidbey School District (WA),0.5,2021-22,0.1,2406.0,139.0,69.36
South Whidbey School District (WA),0.0,2022-23,0.0,,,67.0
South Whidbey School District (WA),0.0,2023-24,,,,64.11
South Whidbey School District (WA),0.0,2024-25,,,,63.55
Southside School District (WA),0.0,2015-16,0.0,,,11.0
Southside School District (WA),0.0,2016-17,0.0,,,11.02
Southside School District (WA),0.0,2017-18,0.0,,,12.14
Southside School District (WA),0.0,2018-19,0.0,,,12.34
Southside School District (WA),0.0,2019-20,0.0,,,13.79
Southside School District (WA),0.0,2020-21,0.0,,,12.8
Southside School District (WA),0.0,2021-22,0.0,,,14.64
Southside School District (WA),0.0,2022-23,0.0,,,14.0
Southside School District (WA),0.0,2023-24,,,,14.66
Southside School District (WA),0.0,2024-25,,,,14.45
Spokane School District (WA),36.3,2015-16,0.57,838.0,51.0,1861.41
Spokane School District (WA),36.2,2016-17,0.57,850.0,51.0,1843.8
Spokane School District (WA),11.07,2017-18,0.17,2708.0,172.0,1903.62
Spokane School District (WA),11.0,2018-19,0.17,2748.0,174.0,1913.35
Spokane School District (WA),0.0,2019-20,0.0,,,1807.81
Spokane School District (WA),0.0,2020-21,0.0,,,1743.47
Spokane School District (WA),10.6,2021-22,0.16,2671.0,178.0,1884.34
Spokane School District (WA),1.0,2022-23,0.01,28714.0,2067.0,2067.0
Spokane School District (WA),0.0,2023-24,,,,1999.91
Spokane School District (WA),0.0,2024-25,,,,1950.37
Sprague School District (WA),0.0,2015-16,0.0,,,9.18
Sprague School District (WA),0.0,2016-17,0.0,,,9.28
Sprague School District (WA),0.0,2017-18,0.0,,,9.34
Sprague School District (WA),0.0,2018-19,0.0,,,9.5
Sprague School District (WA),0.0,2019-20,0.0,,,10.34
Sprague School District (WA),0.0,2020-21,0.0,,,11.35
Sprague School District (WA),0.0,2021-22,0.0,,,12.83
Sprague School District (WA),0.0,2022-23,0.0,,,11.0
Sprague School District (WA),0.0,2023-24,,,,11.15
Sprague School District (WA),0.0,2024-25,,,,11.0
St. John School District (WA),0.0,2015-16,0.0,,,13.11
St. John School District (WA),0.0,2016-17,0.0,,,15.06
St. John School District (WA),0.0,2017-18,0.0,,,15.09
St. John School District (WA),0.0,2018-19,0.0,,,15.0
St. John School District (WA),0.0,2019-20,0.0,,,15.29
St. John School District (WA),0.0,2020-21,0.0,,,14.2
St. John School District (WA),0.0,2021-22,0.0,,,14.04
St. John School District (WA),0.0,2022-23,0.0,,,15.0
St. John School District (WA),0.0,2023-24,,,,14.81
St. John School District (WA),0.0,2024-25,,,,13.0
Stanwood-Camano School District (WA),4.8,2015-16,0.44,941.0,45.0,217.26
Stanwood-Camano School District (WA),5.3,2016-17,0.48,869.0,42.0,222.74
Stanwood-Camano School District (WA),6.3,2017-18,0.57,725.0,36.0,227.78
Stanwood-Camano School District (WA),5.3,2018-19,0.48,886.0,44.0,233.38
Stanwood-Camano School District (WA),1.0,2019-20,0.09,4883.0,253.0,253.41
Stanwood-Camano School District (WA),1.0,2020-21,0.09,4624.0,246.0,245.6
Stanwood-Camano School District (WA),2.0,2021-22,0.18,2321.0,122.0,244.57
Stanwood-Camano School District (WA),2.0,2022-23,0.18,2406.0,130.0,259.0
Stanwood-Camano School District (WA),1.0,2023-24,0.09,4861.0,252.0,252.12
Stanwood-Camano School District (WA),1.0,2024-25,0.09,4880.0,253.0,252.59
Star School District No. 054 (WA),0.0,2015-16,0.0,,,2.0
Star School District No. 054 (WA),0.0,2016-17,0.0,,,2.0
Star School District No. 054 (WA),0.0,2017-18,0.0,,,2.0
Star School District No. 054 (WA),0.0,2018-19,0.0,,,2.0
Star School District No. 054 (WA),0.0,2019-20,0.0,,,2.0
Star School District No. 054 (WA),0.0,2020-21,0.0,,,2.0
Star School District No. 054 (WA),0.0,2021-22,0.0,,,2.0
Star School District No. 054 (WA),0.0,2022-23,,,,0.0
Star School District No. 054 (WA),0.0,2023-24,,,,0.0
Star School District No. 054 (WA),0.0,2024-25,,,,0.0
Starbuck School District (WA),0.0,2015-16,0.0,,,2.45
Starbuck School District (WA),0.0,2016-17,0.0,,,3.0
Starbuck School District (WA),0.0,2017-18,0.0,,,2.0
Starbuck School District (WA),0.0,2018-19,0.0,,,3.0
Starbuck School District (WA),0.0,2019-20,0.0,,,3.0
Starbuck School District (WA),0.0,2020-21,0.0,,,4.0
Starbuck School District (WA),0.0,2021-22,0.0,,,4.0
Starbuck School District (WA),0.0,2022-23,0.0,,,4.0
Starbuck School District (WA),0.0,2023-24,,,,3.0
Starbuck School District (WA),0.0,2024-25,,,,4.0
Stehekin School District (WA),0.0,2015-16,0.0,,,1.0
Stehekin School District (WA),0.0,2016-17,0.0,,,1.01
Stehekin School District (WA),0.0,2017-18,0.0,,,1.01
Stehekin School District (WA),0.0,2018-19,0.0,,,1.0
Stehekin School District (WA),0.0,2019-20,0.0,,,1.0
Stehekin School District (WA),0.0,2020-21,0.0,,,1.0
Stehekin School District (WA),0.0,2021-22,0.0,,,1.01
Stehekin School District (WA),0.0,2022-23,0.0,,,1.0
Stehekin School District (WA),0.0,2023-24,,,,2.01
Stehekin School District (WA),0.0,2024-25,,,,1.0
Steilacoom Hist. School District (WA),2.0,2015-16,0.22,1582.0,79.0,157.41
Steilacoom Hist. School District (WA),2.0,2016-17,0.22,1624.0,81.0,162.89
Steilacoom Hist. School District (WA),2.0,2017-18,0.22,1655.0,83.0,166.03
Steilacoom Hist. School District (WA),1.0,2018-19,0.1,3288.0,167.0,167.16
Steilacoom Hist. School District (WA),0.0,2019-20,0.0,,,174.25
Steilacoom Hist. School District (WA),0.0,2020-21,0.0,,,178.57
Steilacoom Hist. School District (WA),0.0,2021-22,0.0,,,170.22
Steilacoom Hist. School District (WA),0.0,2022-23,0.0,,,183.0
Steilacoom Hist. School District (WA),0.0,2023-24,,,,162.41
Steilacoom Hist. School District (WA),0.0,2024-25,,,,157.32
Steptoe School District (WA),0.0,2015-16,0.0,,,3.68
Steptoe School District (WA),0.0,2016-17,0.0,,,3.69
Steptoe School District (WA),0.0,2017-18,0.0,,,3.69
Steptoe School District (WA),0.0,2018-19,0.0,,,3.68
Steptoe School District (WA),0.0,2019-20,0.0,,,3.74
Steptoe School District (WA),0.0,2020-21,0.0,,,4.7
Steptoe School District (WA),0.0,2021-22,0.0,,,4.67
Steptoe School District (WA),0.0,2022-23,0.0,,,4.0
Steptoe School District (WA),0.0,2023-24,,,,3.65
Steptoe School District (WA),0.0,2024-25,,,,3.2
Stevenson-Carson School District (WA),0.0,2015-16,0.0,,,51.1
Stevenson-Carson School District (WA),0.0,2016-17,0.0,,,50.16
Stevenson-Carson School District (WA),0.0,2017-18,0.0,,,45.93
Stevenson-Carson School District (WA),0.0,2018-19,0.0,,,48.35
Stevenson-Carson School District (WA),0.0,2019-20,0.0,,,45.6
Stevenson-Carson School District (WA),0.0,2020-21,0.0,,,45.34
Stevenson-Carson School District (WA),0.0,2021-22,0.0,,,45.2
Stevenson-Carson School District (WA),0.0,2022-23,0.0,,,47.0
Stevenson-Carson School District (WA),0.0,2023-24,,,,47.95
Stevenson-Carson School District (WA),0.0,2024-25,,,,40.46
Sultan School District (WA),3.0,2015-16,0.43,658.0,35.0,103.57
Sultan School District (WA),3.0,2016-17,0.38,664.0,35.0,104.4
Sultan School District (WA),3.0,2017-18,0.38,670.0,37.0,110.62
Sultan School District (WA),3.0,2018-19,0.43,638.0,38.0,112.6
Sultan School District (WA),1.0,2019-20,0.14,1988.0,113.0,113.48
Sultan School District (WA),1.0,2020-21,0.11,1892.0,114.0,114.27
Sultan School District (WA),0.0,2021-22,0.0,,,115.95
Sultan School District (WA),0.0,2022-23,0.0,,,119.0
Sultan School District (WA),0.0,2023-24,,,,121.07
Sultan School District (WA),0.0,2024-25,,,,114.05
Summit Valley School District (WA),0.0,2015-16,0.0,,,5.49
Summit Valley School District (WA),0.0,2016-17,0.0,,,4.23
Summit Valley School District (WA),0.0,2017-18,0.0,,,4.37
Summit Valley School District (WA),0.0,2018-19,0.0,,,5.24
Summit Valley School District (WA),0.0,2019-20,0.0,,,5.15
Summit Valley School District (WA),0.0,2020-21,0.0,,,5.37
Summit Valley School District (WA),0.0,2021-22,0.0,,,4.79
Summit Valley School District (WA),0.0,2022-23,0.0,,,5.0
Summit Valley School District (WA),0.0,2023-24,,,,6.21
Summit Valley School District (WA),0.0,2024-25,,,,6.36
Sumner School District (WA),6.0,2015-16,0.43,1541.0,76.0,456.02
Sumner School District (WA),4.02,2016-17,0.29,2392.0,120.0,483.41
Sumner School District (WA),4.02,2017-18,0.29,2410.0,125.0,503.56
Sumner School District (WA),5.01,2018-19,0.33,2011.0,95.0,475.14
Sumner School District (WA),2.75,2019-20,0.18,3746.0,185.0,508.77
Sumner School District (WA),2.76,2020-21,0.18,3548.0,186.0,514.29
Sumner School District (WA),2.75,2021-22,0.18,3715.0,184.0,506.97
Sumner School District (WA),2.74,2022-23,0.18,3801.0,202.0,554.0
Sumner School District (WA),5.0,2023-24,0.33,2135.0,112.0,561.32
Sumner School District (WA),5.0,2024-25,0.33,2149.0,113.0,563.78
Sunnyside School District (WA),6.0,2015-16,0.67,1134.0,59.0,351.86
Sunnyside School District (WA),7.0,2016-17,0.78,976.0,50.0,348.93
Sunnyside School District (WA),8.0,2017-18,0.89,858.0,46.0,364.65
Sunnyside School District (WA),7.5,2018-19,0.83,912.0,49.0,365.88
Sunnyside School District (WA),7.5,2019-20,0.83,907.0,49.0,368.31
Sunnyside School District (WA),7.5,2020-21,0.83,895.0,49.0,364.56
Sunnyside School District (WA),7.0,2021-22,0.78,929.0,47.0,326.94
Sunnyside School District (WA),7.0,2022-23,0.78,910.0,51.0,360.0
Sunnyside School District (WA),6.67,2023-24,0.74,931.0,52.0,349.38
Sunnyside School District (WA),6.0,2024-25,0.67,1025.0,56.0,333.32
Suquamish Tribal Education Department (WA),0.0,2015-16,0.0,,,11.0
Suquamish Tribal Education Department (WA),0.0,2016-17,0.0,,,10.0
Suquamish Tribal Education Department (WA),0.0,2017-18,0.0,,,8.99
Suquamish Tribal Education Department (WA),0.0,2018-19,0.0,,,9.0
Suquamish Tribal Education Department (WA),0.0,2019-20,0.0,,,10.0
Suquamish Tribal Education Department (WA),0.0,2020-21,0.0,,,10.0
Suquamish Tribal Education Department (WA),0.0,2021-22,0.0,,,13.0
Suquamish Tribal Education Department (WA),0.0,2022-23,0.0,,,14.0
Suquamish Tribal Education Department (WA),0.0,2023-24,,,,11.0
Suquamish Tribal Education Department (WA),0.0,2024-25,,,,13.0
Tacoma School District (WA),45.73,2015-16,0.73,641.0,36.0,1630.05
Tacoma School District (WA),46.85,2016-17,0.71,621.0,35.0,1624.68
Tacoma School District (WA),46.45,2017-18,0.7,626.0,34.0,1601.93
Tacoma School District (WA),43.43,2018-19,0.66,697.0,37.0,1626.88
Tacoma School District (WA),37.82,2019-20,0.57,802.0,44.0,1648.35
Tacoma School District (WA),33.82,2020-21,0.5,848.0,48.0,1625.35
Tacoma School District (WA),39.25,2021-22,0.57,731.0,40.0,1561.15
Tacoma School District (WA),87.66,2022-23,1.27,323.0,19.0,1634.0
Tacoma School District (WA),37.3,2023-24,0.54,758.0,43.0,1603.29
Tacoma School District (WA),23.57,2024-25,0.35,1224.0,65.0,1538.18
Taholah School District (WA),0.0,2015-16,0.0,,,18.61
Taholah School District (WA),0.0,2016-17,0.0,,,15.85
Taholah School District (WA),1.0,2017-18,0.5,173.0,16.0,16.0
Taholah School District (WA),0.0,2018-19,0.0,,,15.19
Taholah School District (WA),0.0,2019-20,0.0,,,18.15
Taholah School District (WA),0.0,2020-21,0.0,,,17.95
Taholah School District (WA),0.2,2021-22,0.1,790.0,98.0,19.67
Taholah School District (WA),0.0,2022-23,0.0,,,17.0
Taholah School District (WA),0.0,2023-24,,,,18.8
Taholah School District (WA),0.0,2024-25,,,,19.43
Tahoma School District (WA),2.0,2015-16,0.25,4096.0,180.0,360.04
Tahoma School District (WA),2.0,2016-17,0.25,4179.0,181.0,362.25
Tahoma School District (WA),3.0,2017-18,0.33,2866.0,133.0,399.3
Tahoma School District (WA),3.0,2018-19,0.33,2969.0,139.0,418.12
Tahoma School District (WA),3.0,2019-20,0.3,3097.0,149.0,447.35
Tahoma School District (WA),3.0,2020-21,0.3,2922.0,152.0,456.37
Tahoma School District (WA),3.0,2021-22,0.3,2962.0,143.0,430.37
Tahoma School District (WA),3.0,2022-23,0.3,3037.0,158.0,475.0
Tahoma School District (WA),2.4,2023-24,0.24,3847.0,201.0,481.53
Tahoma School District (WA),2.4,2024-25,0.24,3848.0,194.0,466.76
Tekoa School District (WA),0.0,2015-16,0.0,,,17.13
Tekoa School District (WA),0.0,2016-17,0.0,,,16.19
Tekoa School District (WA),0.0,2017-18,0.0,,,17.18
Tekoa School District (WA),0.0,2018-19,0.0,,,17.17
Tekoa School District (WA),0.0,2019-20,0.0,,,17.26
