district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier,ela_pct_met_grade4,ela_pct_met_grade8,ela_pct_foundational_grade4,ela_pct_foundational_grade8
Castle Rock School District (WA),0.0,2022-23,0.0,,,86.0,31.0,Mid-size,47.3,34.8,,
Castle Rock School District (WA),0.0,2023-24,,,,90.04,23.0,Suburban,37.4,29.0,58.9,60.8
Castle Rock School District (WA),0.0,2024-25,,,,80.81,23.0,Suburban,35.8,30.1,65.0,57.5
Centerville School District (WA),0.0,2015-16,0.0,,,5.0,42.0,Distant Rural,40.0,,,
Centerville School District (WA),0.0,2016-17,0.0,,,5.0,42.0,Distant Rural,66.7,,,
Centerville School District (WA),0.0,2017-18,0.0,,,6.0,42.0,Distant Rural,75.0,,,
Centerville School District (WA),0.0,2018-19,0.0,,,5.7,42.0,Distant Rural,,,,
Centerville School District (WA),0.0,2019-20,0.0,,,5.6,42.0,Distant Rural,,,,
Centerville School District (WA),0.0,2020-21,0.0,,,4.7,42.0,Distant Rural,,,,
Centerville School District (WA),0.0,2021-22,0.0,,,5.0,42.0,Distant Rural,,,,
Centerville School District (WA),0.0,2022-23,0.0,,,5.0,42.0,Distant Rural,69.2,58.3,,
Centerville School District (WA),0.0,2023-24,,,,5.0,43.0,Distant Rural,,,,
Centerville School District (WA),0.0,2024-25,,,,5.0,43.0,Distant Rural,,,,
Central Kitsap School District (WA),18.0,2015-16,0.78,616.0,33.0,587.39,13.0,Urban,63.8,69.0,,
Central Kitsap School District (WA),18.0,2016-17,0.9,617.0,34.0,605.07,13.0,Urban,62.2,63.6,,
Central Kitsap School District (WA),9.0,2017-18,0.47,1260.0,66.0,596.48,13.0,Urban,66.6,64.9,,
Central Kitsap School District (WA),18.0,2018-19,0.95,637.0,35.0,634.98,13.0,Urban,64.2,64.6,,
Central Kitsap School District (WA),18.0,2019-20,0.95,659.0,35.0,638.62,13.0,Urban,,,,
Central Kitsap School District (WA),18.0,2020-21,0.95,618.0,33.0,592.05,22.0,Suburban,,64.3,,
Central Kitsap School District (WA),18.0,2021-22,0.95,626.0,34.0,606.33,13.0,Urban,54.1,55.5,,
Central Kitsap School District (WA),18.0,2022-23,0.95,623.0,34.0,612.0,13.0,Urban,52.6,50.3,,
Central Kitsap School District (WA),17.8,2023-24,0.94,624.0,34.0,603.26,13.0,Urban,56.2,46.1,76.8,72.5
Central Kitsap School District (WA),18.0,2024-25,0.95,617.0,34.0,605.01,13.0,Urban,54.2,51.2,75.4,72.5
Central Valley School District (WA),22.1,2015-16,0.79,603.0,33.0,735.41,13.0,Urban,62.1,62.9,,
Central Valley School District (WA),22.3,2016-17,0.8,604.0,33.0,746.56,13.0,Urban,58.1,64.9,,
Central Valley School District (WA),23.6,2017-18,0.84,588.0,34.0,814.08,13.0,Urban,62.1,63.2,,
Central Valley School District (WA),22.81,2018-19,0.76,640.0,37.0,840.13,13.0,Urban,59.0,63.4,,
Central Valley School District (WA),24.61,2019-20,0.79,601.0,33.0,816.0,13.0,Urban,,,,
Central Valley School District (WA),7.0,2020-21,0.23,2023.0,117.0,819.79,12.0,Urban,48.3,57.1,,
Central Valley School District (WA),23.0,2021-22,0.7,634.0,38.0,867.8,12.0,Urban,49.0,54.6,,
Central Valley School District (WA),8.0,2022-23,0.25,1836.0,117.0,933.0,12.0,Urban,52.2,53.6,,
Central Valley School District (WA),6.3,2023-24,0.2,2337.0,132.0,829.59,12.0,Urban,51.7,52.0,71.9,76.1
Central Valley School District (WA),6.1,2024-25,0.19,2463.0,139.0,849.3,12.0,Urban,56.9,55.4,75.2,74.8
Centralia School District (WA),0.0,2015-16,0.0,,,196.03,32.0,Mid-size,48.9,51.5,,
Centralia School District (WA),0.0,2016-17,0.0,,,199.67,32.0,Mid-size,46.2,47.4,,
Centralia School District (WA),0.0,2017-18,0.0,,,196.89,32.0,Mid-size,46.0,57.3,,
Centralia School District (WA),1.0,2018-19,0.11,3577.0,204.0,203.59,32.0,Mid-size,46.2,46.8,,
Centralia School District (WA),1.0,2019-20,0.11,3638.0,197.0,197.39,32.0,Mid-size,,,,
Centralia School District (WA),0.0,2020-21,0.0,,,180.23,32.0,Mid-size,26.5,35.9,,
Centralia School District (WA),0.0,2021-22,0.0,,,201.45,32.0,Mid-size,29.0,37.2,,
Centralia School District (WA),0.0,2022-23,0.0,,,210.0,32.0,Mid-size,29.9,38.8,,
Centralia School District (WA),1.0,2023-24,0.11,3374.0,208.0,208.07,32.0,Mid-size,33.5,25.8,55.8,48.9
Centralia School District (WA),1.0,2024-25,0.11,3313.0,192.0,191.61,32.0,Mid-size,32.7,38.3,53.5,63.8
Chehalis School District (WA),1.0,2015-16,0.11,3026.0,167.0,167.38,32.0,Mid-size,54.2,56.6,,
Chehalis School District (WA),1.0,2016-17,0.11,3068.0,172.0,171.68,32.0,Mid-size,54.2,61.0,,
Chehalis School District (WA),0.0,2017-18,0.0,,,175.12,32.0,Mid-size,59.6,62.9,,
Chehalis School District (WA),0.0,2018-19,0.0,,,177.03,32.0,Mid-size,56.9,61.4,,
Chehalis School District (WA),1.0,2019-20,0.13,3259.0,173.0,173.41,32.0,Mid-size,,,,
Chehalis School District (WA),0.0,2020-21,0.0,,,175.71,32.0,Mid-size,49.8,52.0,,
Chehalis School District (WA),0.0,2021-22,0.0,,,166.62,32.0,Mid-size,53.2,52.0,,
Chehalis School District (WA),0.0,2022-23,0.0,,,173.0,32.0,Mid-size,50.7,49.3,,
Chehalis School District (WA),0.0,2023-24,,,,173.64,32.0,Mid-size,46.6,43.3,69.7,71.1
Chehalis School District (WA),0.0,2024-25,,,,170.51,32.0,Mid-size,45.0,49.6,69.0,77.2
Cheney School District (WA),4.0,2015-16,0.33,1139.0,65.0,259.93,31.0,Mid-size,53.3,55.7,,
Cheney School District (WA),3.88,2016-17,0.32,1210.0,68.0,263.82,31.0,Mid-size,45.8,48.5,,
Cheney School District (WA),4.5,2017-18,0.38,1077.0,63.0,282.95,31.0,Mid-size,52.6,53.3,,
Cheney School District (WA),4.5,2018-19,0.38,1142.0,64.0,286.89,31.0,Mid-size,59.6,48.3,,
Cheney School District (WA),3.07,2019-20,0.26,1716.0,100.0,308.06,31.0,Mid-size,,,,
Cheney School District (WA),3.25,2020-21,0.27,1562.0,92.0,297.86,31.0,Mid-size,50.1,48.9,,
Cheney School District (WA),2.25,2021-22,0.19,2381.0,137.0,308.6,31.0,Mid-size,49.1,48.9,,
Cheney School District (WA),1.45,2022-23,0.12,3821.0,225.0,326.0,31.0,Mid-size,43.6,44.5,,
Cheney School District (WA),1.45,2023-24,0.11,3902.0,227.0,329.78,31.0,Mid-size,44.5,40.8,64.7,65.4
Cheney School District (WA),1.38,2024-25,0.11,4103.0,240.0,331.01,31.0,Mid-size,38.4,38.2,59.1,60.2
Chewelah School District (WA),0.0,2015-16,0.0,,,47.42,43.0,Distant Rural,42.3,65.2,,
Chewelah School District (WA),0.0,2016-17,0.0,,,46.41,43.0,Distant Rural,64.9,55.6,,
Chewelah School District (WA),0.0,2017-18,0.0,,,44.58,43.0,Distant Rural,64.7,68.3,,
Chewelah School District (WA),0.0,2018-19,0.0,,,44.53,43.0,Distant Rural,56.0,56.9,,
Chewelah School District (WA),0.0,2019-20,0.0,,,43.53,43.0,Distant Rural,,,,
Chewelah School District (WA),0.0,2020-21,0.0,,,43.73,43.0,Distant Rural,42.5,47.3,,
Chewelah School District (WA),0.0,2021-22,0.0,,,45.52,43.0,Distant Rural,38.3,52.5,,
Chewelah School District (WA),0.0,2022-23,0.0,,,48.0,43.0,Distant Rural,34.4,49.1,,
Chewelah School District (WA),0.0,2023-24,,,,49.56,43.0,Distant Rural,31.2,37.1,57.4,71.0
Chewelah School District (WA),0.0,2024-25,,,,48.53,43.0,Distant Rural,30.6,32.4,58.3,60.3
Chimacum School District (WA),1.0,2015-16,0.17,1089.0,55.0,54.83,41.0,Rural,45.5,52.8,,
Chimacum School District (WA),1.0,2016-17,0.17,1064.0,59.0,59.31,41.0,Rural,41.9,43.3,,
Chimacum School District (WA),0.8,2017-18,0.13,1233.0,70.0,56.12,41.0,Rural,50.0,36.6,,
Chimacum School District (WA),0.8,2018-19,0.13,1095.0,63.0,50.69,41.0,Rural,62.7,46.0,,
Chimacum School District (WA),0.8,2019-20,0.16,1044.0,62.0,49.56,41.0,Rural,,,,
Chimacum School District (WA),0.8,2020-21,0.16,916.0,55.0,43.62,41.0,Rural,31.9,38.6,,
Chimacum School District (WA),1.0,2021-22,0.2,715.0,41.0,41.0,41.0,Rural,28.0,36.2,,
Chimacum School District (WA),1.0,2022-23,0.2,717.0,44.0,44.0,41.0,Rural,44.0,51.0,,
Chimacum School District (WA),1.0,2023-24,0.2,722.0,47.0,47.18,41.0,Rural,35.9,46.3,67.9,65.9
Chimacum School District (WA),1.0,2024-25,0.2,704.0,45.0,44.69,41.0,Rural,26.5,40.9,53.1,71.2
Clarkston School District (WA),1.4,2015-16,0.14,1919.0,104.0,146.04,23.0,Suburban,45.0,57.6,,
Clarkston School District (WA),1.6,2016-17,0.18,1704.0,92.0,146.56,23.0,Suburban,36.3,64.8,,
Clarkston School District (WA),1.62,2017-18,0.18,1673.0,93.0,150.36,23.0,Suburban,48.2,59.3,,
Clarkston School District (WA),1.62,2018-19,0.18,1648.0,93.0,150.45,23.0,Suburban,50.0,58.3,,
Clarkston School District (WA),0.0,2019-20,0.0,,,146.59,23.0,Suburban,,,,
Clarkston School District (WA),0.0,2020-21,0.0,,,136.35,23.0,Suburban,38.0,53.6,,
Clarkston School District (WA),0.0,2021-22,0.0,,,143.44,23.0,Suburban,34.7,50.9,,
Clarkston School District (WA),0.0,2022-23,0.0,,,142.0,23.0,Suburban,44.9,46.3,,
Clarkston School District (WA),0.0,2023-24,,,,143.4,23.0,Suburban,41.9,45.4,65.5,69.5
Clarkston School District (WA),0.0,2024-25,,,,137.47,23.0,Suburban,38.4,47.3,57.8,71.5
Cle Elum-Roslyn School District (WA),0.0,2015-16,0.0,,,52.75,32.0,Mid-size,62.5,73.0,,
Cle Elum-Roslyn School District (WA),0.0,2016-17,0.0,,,52.54,32.0,Mid-size,50.0,51.4,,
Cle Elum-Roslyn School District (WA),0.0,2017-18,0.0,,,52.54,32.0,Mid-size,43.2,64.4,,
Cle Elum-Roslyn School District (WA),0.0,2018-19,0.0,,,53.33,32.0,Mid-size,53.7,70.8,,
Cle Elum-Roslyn School District (WA),0.0,2019-20,0.0,,,52.97,32.0,Mid-size,,,,
Cle Elum-Roslyn School District (WA),0.0,2020-21,0.0,,,54.24,32.0,Mid-size,46.8,40.5,,
Cle Elum-Roslyn School District (WA),0.0,2021-22,0.0,,,50.88,32.0,Mid-size,42.9,32.8,,
Cle Elum-Roslyn School District (WA),0.0,2022-23,0.0,,,56.0,32.0,Mid-size,47.4,63.3,,
Cle Elum-Roslyn School District (WA),0.0,2023-24,,,,50.57,32.0,Mid-size,45.8,49.4,69.5,79.5
Cle Elum-Roslyn School District (WA),0.0,2024-25,,,,54.62,32.0,Mid-size,49.2,48.1,76.2,79.8
Clover Park School District (WA),23.0,2015-16,0.7,557.0,31.0,723.42,13.0,Urban,50.1,53.7,,
Clover Park School District (WA),23.0,2016-17,0.7,573.0,31.0,723.04,13.0,Urban,45.9,52.3,,
Clover Park School District (WA),23.0,2017-18,0.7,577.0,32.0,746.43,13.0,Urban,43.4,49.9,,
Clover Park School District (WA),23.0,2018-19,0.7,591.0,33.0,761.14,13.0,Urban,48.5,51.2,,
Clover Park School District (WA),17.9,2019-20,0.54,769.0,44.0,782.75,13.0,Urban,,,,
Clover Park School District (WA),17.88,2020-21,0.56,702.0,41.0,726.57,13.0,Urban,34.1,36.9,,
Clover Park School District (WA),16.02,2021-22,0.5,788.0,43.0,692.5,13.0,Urban,42.6,35.6,,
Clover Park School District (WA),18.46,2022-23,0.58,681.0,40.0,745.0,13.0,Urban,38.3,37.2,,
Clover Park School District (WA),18.73,2023-24,0.57,662.0,41.0,764.74,13.0,Urban,41.4,32.2,62.9,57.2
Clover Park School District (WA),18.05,2024-25,0.55,684.0,44.0,790.88,13.0,Urban,39.6,29.7,61.4,55.5
Colfax School District (WA),0.5,2015-16,0.25,1200.0,68.0,34.0,32.0,Mid-size,85.4,75.6,,
Colfax School District (WA),0.5,2016-17,0.25,1208.0,68.0,34.09,32.0,Mid-size,86.5,83.0,,
Colfax School District (WA),0.0,2017-18,0.0,,,35.09,32.0,Mid-size,89.7,67.6,,
Colfax School District (WA),0.0,2018-19,0.0,,,35.09,32.0,Mid-size,81.8,63.0,,
Colfax School District (WA),0.0,2019-20,0.0,,,34.34,32.0,Mid-size,,,,
Colfax School District (WA),0.0,2020-21,0.0,,,34.7,32.0,Mid-size,62.2,71.1,,
Colfax School District (WA),0.0,2021-22,0.0,,,34.79,32.0,Mid-size,55.3,78.9,,
Colfax School District (WA),0.0,2022-23,0.0,,,35.0,32.0,Mid-size,73.7,77.1,,
Colfax School District (WA),0.0,2023-24,,,,35.17,43.0,Distant Rural,57.1,61.9,78.6,88.1
Colfax School District (WA),0.0,2024-25,,,,34.17,43.0,Distant Rural,65.9,42.2,90.2,71.1
College Place School District (WA),2.0,2015-16,0.67,601.0,38.0,75.13,23.0,Suburban,35.5,51.3,,
College Place School District (WA),2.0,2016-17,0.67,677.0,42.0,83.17,23.0,Suburban,40.7,56.0,,
College Place School District (WA),2.0,2017-18,0.67,723.0,41.0,82.21,23.0,Suburban,43.9,53.4,,
College Place School District (WA),1.0,2018-19,0.33,1465.0,85.0,85.47,23.0,Suburban,38.4,51.7,,
College Place School District (WA),1.3,2019-20,0.33,1252.0,70.0,91.46,23.0,Suburban,,,,
College Place School District (WA),0.3,2020-21,0.08,5367.0,309.0,92.72,23.0,Suburban,44.5,41.1,,
College Place School District (WA),0.3,2021-22,0.08,5233.0,308.0,92.51,23.0,Suburban,49.2,35.7,,
College Place School District (WA),0.3,2022-23,0.08,5180.0,330.0,99.0,23.0,Suburban,51.0,43.1,,
College Place School District (WA),0.3,2023-24,0.08,5123.0,330.0,99.03,23.0,Suburban,51.1,43.9,65.7,74.0
College Place School District (WA),0.3,2024-25,0.08,5103.0,327.0,98.22,23.0,Suburban,51.7,56.7,69.8,80.4
Colton School District (WA),0.0,2015-16,0.0,,,13.5,42.0,Distant Rural,,61.5,,
Colton School District (WA),0.0,2016-17,0.0,,,14.62,42.0,Distant Rural,,66.7,,
Colton School District (WA),0.0,2017-18,0.0,,,14.68,42.0,Distant Rural,35.7,,,
Colton School District (WA),0.0,2018-19,0.0,,,14.77,42.0,Distant Rural,46.2,,,
Colton School District (WA),0.0,2019-20,0.0,,,15.4,42.0,Distant Rural,,,,
Colton School District (WA),0.0,2020-21,0.0,,,15.4,42.0,Distant Rural,60.0,28.6,,
Colton School District (WA),0.0,2021-22,0.0,,,17.25,42.0,Distant Rural,,35.7,,
Colton School District (WA),0.0,2022-23,0.0,,,16.0,42.0,Distant Rural,47.1,,,
Colton School District (WA),0.0,2023-24,,,,15.26,42.0,Distant Rural,,,,
Colton School District (WA),0.0,2024-25,,,,15.21,42.0,Distant Rural,54.6,23.1,81.8,61.5
Columbia (Stevens) School District (WA),0.0,2015-16,0.0,,,13.45,43.0,Distant Rural,30.0,,,
Columbia (Stevens) School District (WA),0.0,2016-17,0.0,,,14.83,43.0,Distant Rural,,71.4,,
Columbia (Stevens) School District (WA),0.0,2017-18,0.0,,,14.77,43.0,Distant Rural,50.0,,,
Columbia (Stevens) School District (WA),0.0,2018-19,0.0,,,13.06,43.0,Distant Rural,25.0,40.0,,
Columbia (Stevens) School District (WA),0.0,2019-20,0.0,,,13.77,43.0,Distant Rural,,,,
Columbia (Stevens) School District (WA),0.0,2020-21,0.0,,,12.51,43.0,Distant Rural,,,,
Columbia (Stevens) School District (WA),0.0,2021-22,0.0,,,12.35,43.0,Distant Rural,,,,
Columbia (Stevens) School District (WA),0.0,2022-23,0.0,,,12.0,43.0,Distant Rural,,,,
Columbia (Stevens) School District (WA),0.0,2023-24,,,,12.85,43.0,Distant Rural,,,,
Columbia (Stevens) School District (WA),0.0,2024-25,,,,12.35,43.0,Distant Rural,30.0,61.5,50.0,92.3
Columbia (Walla Walla) School District (WA),0.0,2015-16,0.0,,,48.2,41.0,Rural,44.8,58.5,,
Columbia (Walla Walla) School District (WA),0.0,2016-17,0.0,,,46.82,41.0,Rural,39.3,24.6,,
Columbia (Walla Walla) School District (WA),0.0,2017-18,0.0,,,46.16,41.0,Rural,54.4,34.2,,
Columbia (Walla Walla) School District (WA),0.0,2018-19,0.0,,,44.9,41.0,Rural,36.5,47.9,,
Columbia (Walla Walla) School District (WA),0.0,2019-20,0.0,,,45.58,41.0,Rural,,,,
Columbia (Walla Walla) School District (WA),0.0,2020-21,0.0,,,43.71,41.0,Rural,41.9,46.0,,
Columbia (Walla Walla) School District (WA),0.0,2021-22,0.0,,,47.8,41.0,Rural,41.3,38.5,,
Columbia (Walla Walla) School District (WA),0.0,2022-23,0.0,,,49.0,41.0,Rural,26.8,31.5,,
Columbia (Walla Walla) School District (WA),0.0,2023-24,,,,53.3,41.0,Rural,34.0,25.9,69.8,51.7
Columbia (Walla Walla) School District (WA),0.0,2024-25,,,,49.62,41.0,Rural,27.5,19.4,45.1,62.7
Colville School District (WA),2.0,2015-16,0.4,907.0,50.0,99.46,33.0,Mid-size,67.2,65.5,,
Colville School District (WA),2.02,2016-17,0.4,861.0,50.0,100.46,33.0,Mid-size,65.4,59.0,,
Colville School District (WA),3.02,2017-18,0.6,604.0,33.0,101.11,33.0,Mid-size,67.5,65.9,,
Colville School District (WA),3.02,2018-19,0.6,611.0,33.0,99.09,33.0,Mid-size,64.5,60.9,,
Colville School District (WA),2.52,2019-20,0.42,695.0,41.0,102.83,33.0,Mid-size,,,,
Colville School District (WA),2.52,2020-21,0.42,625.0,38.0,95.08,33.0,Mid-size,61.1,52.4,,
Colville School District (WA),2.52,2021-22,0.42,654.0,40.0,99.93,33.0,Mid-size,53.3,52.1,,
Colville School District (WA),2.5,2022-23,0.42,674.0,41.0,102.0,33.0,Mid-size,52.6,58.3,,
Colville School District (WA),3.0,2023-24,0.5,573.0,36.0,107.6,33.0,Mid-size,43.3,52.0,61.5,73.2
Colville School District (WA),1.5,2024-25,0.25,1158.0,68.0,101.96,33.0,Mid-size,56.5,53.8,72.2,85.6
Concrete School District (WA),0.0,2015-16,0.0,,,29.44,42.0,Distant Rural,54.2,42.9,,
Concrete School District (WA),0.0,2016-17,0.0,,,33.39,42.0,Distant Rural,38.9,32.6,,
Concrete School District (WA),0.0,2017-18,0.0,,,32.66,42.0,Distant Rural,40.0,26.5,,
Concrete School District (WA),0.0,2018-19,0.0,,,33.4,42.0,Distant Rural,38.1,45.8,,
Concrete School District (WA),0.0,2019-20,0.0,,,31.36,42.0,Distant Rural,,,,
Concrete School District (WA),0.0,2020-21,0.0,,,32.43,42.0,Distant Rural,24.4,34.4,,
Concrete School District (WA),0.0,2021-22,0.0,,,32.15,42.0,Distant Rural,25.6,54.1,,
Concrete School District (WA),0.0,2022-23,0.0,,,36.0,42.0,Distant Rural,41.9,43.2,,
Concrete School District (WA),0.0,2023-24,,,,34.64,42.0,Distant Rural,36.1,20.0,58.3,54.3
Concrete School District (WA),0.0,2024-25,,,,32.63,42.0,Distant Rural,41.2,26.5,70.6,64.7
Conway School District (WA),0.0,2015-16,0.0,,,23.32,41.0,Rural,57.1,72.0,,
Conway School District (WA),0.0,2016-17,0.0,,,23.34,41.0,Rural,66.0,70.2,,
Conway School District (WA),0.0,2017-18,0.0,,,24.74,41.0,Rural,70.9,74.0,,
Conway School District (WA),0.0,2018-19,0.0,,,25.82,41.0,Rural,58.2,62.5,,
Conway School District (WA),0.0,2019-20,0.0,,,25.0,41.0,Rural,,,,
Conway School District (WA),0.0,2020-21,0.0,,,25.02,41.0,Rural,52.0,59.6,,
Conway School District (WA),0.0,2021-22,0.0,,,24.78,41.0,Rural,46.9,64.6,,
Conway School District (WA),0.0,2022-23,0.0,,,26.0,41.0,Rural,66.7,55.6,,
Conway School District (WA),0.0,2023-24,,,,24.59,41.0,Rural,38.9,46.5,66.7,83.7
Conway School District (WA),0.0,2024-25,,,,25.1,41.0,Rural,45.5,51.3,84.1,74.4
Cosmopolis School District (WA),0.0,2015-16,0.0,,,10.43,33.0,Mid-size,35.0,,,
Cosmopolis School District (WA),0.0,2016-17,0.0,,,10.15,33.0,Mid-size,40.0,,,
Cosmopolis School District (WA),0.0,2017-18,0.0,,,10.79,33.0,Mid-size,52.4,,,
Cosmopolis School District (WA),0.0,2018-19,0.0,,,10.04,33.0,Mid-size,61.1,,,
Cosmopolis School District (WA),0.0,2019-20,0.0,,,11.85,33.0,Mid-size,,,,
Cosmopolis School District (WA),0.0,2020-21,0.0,,,11.86,33.0,Mid-size,64.3,,,
Cosmopolis School District (WA),0.0,2021-22,0.0,,,12.0,33.0,Mid-size,61.5,,,
Cosmopolis School District (WA),0.0,2022-23,0.0,,,14.0,33.0,Mid-size,,,,
Cosmopolis School District (WA),0.0,2023-24,,,,14.81,33.0,Mid-size,47.8,,73.9,
Cosmopolis School District (WA),0.0,2024-25,,,,10.6,33.0,Mid-size,25.9,,66.7,
Coulee-Hartline School District (WA),0.0,2015-16,0.0,,,15.38,43.0,Distant Rural,42.9,,,
Coulee-Hartline School District (WA),0.0,2016-17,0.0,,,14.72,43.0,Distant Rural,42.9,,,
Coulee-Hartline School District (WA),0.0,2017-18,0.0,,,14.93,43.0,Distant Rural,75.0,,,
Coulee-Hartline School District (WA),0.0,2018-19,0.0,,,15.1,43.0,Distant Rural,75.0,,,
Coulee-Hartline School District (WA),0.0,2019-20,0.0,,,14.95,43.0,Distant Rural,,,,
Coulee-Hartline School District (WA),0.0,2020-21,0.0,,,14.73,43.0,Distant Rural,42.9,,,
Coulee-Hartline School District (WA),0.0,2021-22,0.0,,,17.29,43.0,Distant Rural,46.2,,,
Coulee-Hartline School District (WA),0.0,2022-23,0.0,,,17.0,43.0,Distant Rural,64.3,,,
Coulee-Hartline School District (WA),0.0,2023-24,,,,14.44,43.0,Distant Rural,62.5,,81.3,
Coulee-Hartline School District (WA),0.0,2024-25,,,,13.87,43.0,Distant Rural,,,,
Coupeville School District (WA),0.0,2015-16,-0.14,-949.0,-54.0,53.86,41.0,Rural,78.1,51.8,,
Coupeville School District (WA),0.0,2016-17,0.0,,,56.93,41.0,Rural,79.3,60.3,,
Coupeville School District (WA),0.0,2017-18,0.0,,,56.84,41.0,Rural,76.5,57.1,,
Coupeville School District (WA),0.0,2018-19,0.0,,,60.28,41.0,Rural,76.3,75.0,,
Coupeville School District (WA),0.0,2019-20,0.0,,,59.33,41.0,Rural,,,,
Coupeville School District (WA),0.0,2020-21,0.0,,,55.62,41.0,Rural,63.0,67.3,,
Coupeville School District (WA),0.0,2021-22,0.0,,,64.52,41.0,Rural,73.0,67.3,,
Coupeville School District (WA),0.0,2022-23,0.0,,,58.0,41.0,Rural,62.9,55.4,,
Coupeville School District (WA),0.0,2023-24,,,,56.56,32.0,Mid-size,65.8,61.1,82.9,79.2
Coupeville School District (WA),0.0,2024-25,,,,50.49,32.0,Mid-size,64.5,62.2,81.7,83.8
Crescent School District (WA),0.0,2015-16,-0.5,-272.0,-20.0,20.41,43.0,Distant Rural,50.0,60.0,,
Crescent School District (WA),0.2,2016-17,0.1,1510.0,108.0,21.51,43.0,Distant Rural,15.0,66.7,,
Crescent School District (WA),0.13,2017-18,0.07,2362.0,156.0,20.24,43.0,Distant Rural,69.2,65.0,,
Crescent School District (WA),0.29,2018-19,0.15,1176.0,72.0,21.02,43.0,Distant Rural,50.0,65.2,,
Crescent School District (WA),0.4,2019-20,0.2,915.0,52.0,20.65,43.0,Distant Rural,,,,
Crescent School District (WA),0.4,2020-21,0.2,820.0,53.0,21.21,43.0,Distant Rural,34.5,50.0,,
Crescent School District (WA),0.4,2021-22,0.2,765.0,54.0,21.53,43.0,Distant Rural,50.0,44.4,,
Crescent School District (WA),0.2,2022-23,0.1,1680.0,105.0,21.0,43.0,Distant Rural,,62.5,,
Crescent School District (WA),0.2,2023-24,0.1,1795.0,107.0,21.39,43.0,Distant Rural,47.4,,84.2,
Crescent School District (WA),0.2,2024-25,0.1,1860.0,110.0,22.0,43.0,Distant Rural,20.0,40.0,60.0,86.7
Creston School District (WA),0.0,2015-16,0.0,,,13.01,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2016-17,0.0,,,12.5,43.0,Distant Rural,,69.2,,
Creston School District (WA),0.0,2017-18,0.0,,,11.49,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2018-19,0.0,,,10.38,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2019-20,0.0,,,10.42,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2020-21,0.0,,,9.55,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2021-22,0.0,,,9.22,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2022-23,0.0,,,10.0,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2023-24,,,,9.01,43.0,Distant Rural,,,,
Creston School District (WA),0.0,2024-25,,,,11.0,43.0,Distant Rural,,,,
Curlew School District (WA),0.0,2015-16,0.0,,,16.12,43.0,Distant Rural,25.0,66.7,,
Curlew School District (WA),0.0,2016-17,0.0,,,13.59,43.0,Distant Rural,52.9,42.1,,
Curlew School District (WA),0.0,2017-18,0.0,,,13.99,43.0,Distant Rural,25.0,16.0,,
Curlew School District (WA),0.0,2018-19,0.0,,,14.52,43.0,Distant Rural,,30.0,,
Curlew School District (WA),0.0,2019-20,0.0,,,15.51,43.0,Distant Rural,,,,
Curlew School District (WA),0.0,2020-21,0.0,,,17.07,43.0,Distant Rural,53.8,23.1,,
Curlew School District (WA),0.0,2021-22,0.0,,,19.49,43.0,Distant Rural,15.4,,,
Curlew School District (WA),0.0,2022-23,0.0,,,17.0,43.0,Distant Rural,,,,
Curlew School District (WA),0.0,2023-24,,,,18.83,43.0,Distant Rural,46.2,15.8,76.9,36.8
